Song,Album Release Date,Hot100 Ranking Year,Decade,Season
Ferry Cross the Mersey - Stereo; 1997 Remaster,1965-02-01,1965,Sixties,Winter
How Sweet It Is (To Be Loved By You),1965-06-09,1965,Sixties,Summer
Wooly Bully,1965-06-01,1965,Sixties,Summer
Count Me In,1965-08-01,1965,Sixties,Summer
It Ain't Me Babe (Stereo),1965-05-19,1965,Sixties,Spring
Love Makes the World Go Round,1965-05-06,1966,Sixties,Spring
A Summer Song,1965-01-01,1965,Sixties,Winter
My Girl,1965-03-22,1965,Sixties,Spring
For What It's Worth,1966-12-05,1967,Sixties,Winter
Forever and Ever,1966-12-12,1966,Sixties,Winter
Sunny,1966-01-01,1966,Sixties,Winter
"Monday, Monday - Single Version",1966-03-01,1966,Sixties,Spring
When a Man Loves a Woman,1966-02-07,1966,Sixties,Winter
Gloria,1966-06-15,1966,Sixties,Summer
Jimmy Mack,1966-10-09,1967,Sixties,Autumn
Psychotic Reaction,1966-01-01,1966,Sixties,Winter
"Mrs. Brown, You've Got A Lovely Daughter",1966-01-01,1966,Sixties,Winter
Diana,1966-06-09,1966,Sixties,Summer
Sloop John B,1966-06-16,1966,Sixties,Summer
My World Is Empty Without You,1966-02-18,1966,Sixties,Winter
Hungry,1966-11-28,1966,Sixties,Autumn
Gimme Some Lovin' - Single Mix,1966-11-17,1967,Sixties,Autumn
Kicks,1966-05-09,1966,Sixties,Spring
See You in September,1966-05-17,1966,Sixties,Spring
I Got Rhythm,1966-04-06,1967,Sixties,Spring
The Pied Piper,1966-01-11,1966,Sixties,Winter
Rainy Day Women #12 & 35,1966-06-20,1966,Sixties,Summer
I Am a Rock,1966-01-17,1966,Sixties,Winter
Just Like Me,1966-03-11,1966,Sixties,Spring
Summer in the City - Remastered,1966-11-01,1966,Sixties,Autumn
Dirty Water,1966-05-01,1966,Sixties,Spring
It Hurts To Be In Love,1966-09-14,1966,Sixties,Autumn
Guantanamera,1966-07-25,1966,Sixties,Summer
You Baby (Mono),1966-05-01,1966,Sixties,Spring
Dandy,1966-01-01,1966,Sixties,Winter
This Old Heart Of Mine (Is Weak For You),1966-05-12,1966,Sixties,Spring
Last Train to Clarksville - Original Stereo Version; 2006 Remaster,1966-10-10,1966,Sixties,Autumn
Bang Bang (My Baby Shot Me Down),1966-04-01,1966,Sixties,Spring
Silhouettes,1966-01-01,1966,Sixties,Winter
Scarborough Fair / Canticle,1966-10-10,1968,Sixties,Autumn
Uptight (Everything's Alright),1966-05-01,1966,Sixties,Spring
You Can't Hurry Love,1966-08-25,1966,Sixties,Summer
Cool Jerk,1966-05-09,1966,Sixties,Spring
She's Just My Style - Remastered,1966-01-01,1966,Sixties,Winter
California Dreamin' - Single Version,1966-03-01,1966,Sixties,Spring
Cherish,1966-05-08,1966,Sixties,Spring
Strangers In The Night,1966-05-01,1966,Sixties,Spring
Land of 1000 Dances,1966-05-22,1966,Sixties,Spring
Cruising Down the River,1966-12-12,1966,Sixties,Winter
(We Ain't Got) Nothin' Yet,1966-01-01,1967,Sixties,Winter
B-A-B-Y,1966-07-12,1966,Sixties,Summer
Almost Persuaded,1966-06-13,1966,Sixties,Summer
96 Tears,1966-04-07,1966,Sixties,Spring
What's New Pussycat?,1966-01-01,1966,Sixties,Winter
The Look Of Love,1966-01-01,1968,Sixties,Winter
Born Free,1966-01-01,1966,Sixties,Winter
Barefootin',1966-12-12,1966,Sixties,Winter
Sunshine Superman,1966-09-01,1966,Sixties,Autumn
Daydream,1966-03-01,1966,Sixties,Spring
Got To Get You Into My Life - Remastered 2009,1966-08-05,1976,Sixties,Summer
Along Comes Mary,1966-07-10,1966,Sixties,Summer
You Don't Have To Say You Love Me,1966-07-01,1966,Sixties,Summer
"Somewhere, My Love (Lara's Theme from ""Doctor Zhivago"")",1966-04-08,1966,Sixties,Spring
The More I See You,1966-01-01,1966,Sixties,Winter
Put Your Head on My Shoulder,1966-08-09,1975,Sixties,Summer
Good Lovin' - Single Version,1966-04-16,1966,Sixties,Spring
Wild Thing,1966-07-25,1966,Sixties,Summer
Homeward Bound,1966-10-10,1966,Sixties,Autumn
( What A) Wonderful World,1966-01-01,1966,Sixties,Winter
Light My Fire,1967-01-04,1967,Sixties,Winter
(Your Love Keeps Lifting Me) Higher & Higher,1967-05-07,1967,Sixties,Spring
Ode To Billie Joe,1967-08-21,1967,Sixties,Summer
Never My Love - Remastered Version,1967-08-17,1967,Sixties,Summer
Sweet Soul Music,1967-09-15,1967,Sixties,Autumn
Sunshine Of Your Love,1967-11-01,1968,Sixties,Autumn
"Apples, Peaches, Pumpkin Pie",1967-09-01,1967,Sixties,Autumn
Brown Eyed Girl,1967-09-01,1967,Sixties,Autumn
Come Back When You Grow Up,1967-01-01,1967,Sixties,Winter
Walk Away Renee,1967-02-01,1967,Sixties,Winter
Windy - Remastered Version,1967-03-01,1967,Sixties,Spring
"Mercy, Mercy, Mercy - Single Version",1967-06-01,1967,Sixties,Summer
Groovin',1967-02-15,1967,Sixties,Winter
California Nights,1967-02-01,1967,Sixties,Winter
The Poor Side Of Town,1967-02-10,1967,Sixties,Winter
I Was Made To Love Her,1967-08-01,1967,Sixties,Summer
Bernadette,1967-07-01,1967,Sixties,Summer
Penny Lane - Remastered 2009,1967-11-27,1967,Sixties,Autumn
How Can I Be Sure - Single Version; Mono,1967-06-11,1967,Sixties,Summer
I Think We're Alone Now - Single Version,1967-01-05,1967,Sixties,Winter
To Sir with Love,1967-05-12,1967,Sixties,Spring
"Little Old Man (Up Tight, Everything's Alright)",1967-07-14,1967,Sixties,Summer
Ain't Too Proud To Beg - Live At The Roostertail's Upper Deck/1966,1967-03-06,1967,Sixties,Spring
Here Comes My Baby,1967-01-01,1967,Sixties,Winter
Somebody to Love,1967-06-13,1967,Sixties,Summer
Groovin',1967-05-10,1967,Sixties,Spring
The Rain The Park And Other Things,1967-01-01,1967,Sixties,Winter
Incense And Peppermints,1967-06-14,1967,Sixties,Summer
Get On Up,1967-07-28,1967,Sixties,Summer
Expressway (To Your Heart) - Single Version - 2019 Remaster,1967-11-15,1967,Sixties,Autumn
Society's Child (Baby I've Been Thinking),1967-01-01,1967,Sixties,Winter
Dedicated To The One I Love,1967-01-01,1967,Sixties,Winter
The Beat Goes On,1967-07-13,1967,Sixties,Summer
San Francisco (Be Sure to Wear Some Flowers In Your Hair),1967-11-01,1967,Sixties,Autumn
I Dig Rock and Roll Music,1967-10-31,1967,Sixties,Autumn
White Rabbit,1967-04-11,1967,Sixties,Spring
Close Your Eyes,1967-01-30,1967,Sixties,Winter
Laugh at Me - Single Version,1967-05-10,1967,Sixties,Spring
Ruby Tuesday,1967-01-20,1967,Sixties,Winter
"He Ain't Heavy, He's My Brother",1967-04-14,1970,Sixties,Spring
Love Is Here And Now You're Gone,1967-01-23,1967,Sixties,Winter
"Up, Up and Away",1967-04-13,1967,Sixties,Spring
"Baby, I Love You",1967-08-04,1967,Sixties,Summer
Pleasant Valley Sunday - 2007 Remaster,1967-11-06,1967,Sixties,Autumn
(If Loving You Is Wrong) I Don't Want to Be Right,1967-01-01,1972,Sixties,Winter
Funky Broadway,1967-05-14,1967,Sixties,Spring
Sweet Inspiration,1967-02-06,1968,Sixties,Winter
Gimme Little Sign,1967-01-01,1967,Sixties,Winter
Somethin' Stupid,1967-08-01,1967,Sixties,Summer
Reach Out I'll Be There,1967-07-01,1967,Sixties,Summer
Let's Live For Today - Uncensored Version,1967-01-01,1967,Sixties,Winter
Happy Together,1967-02-08,1967,Sixties,Winter
Alfie,1967-05-11,1967,Sixties,Spring
Don't You Care,1967-06-01,1967,Sixties,Summer
"Baby, I Need Your Lovin'",1967-06-23,1967,Sixties,Summer
Green Green Grass Of Home,1967-03-01,1967,Sixties,Spring
I Had Too Much to Dream (Last Night),1967-04-15,1967,Sixties,Spring
98.6,1967-04-01,1967,Sixties,Spring
Nights In White Satin - Single Version / Mono,1967-11-10,1972,Sixties,Autumn
Release Me,1967-05-20,1967,Sixties,Spring
Build Me Up Buttercup,1967-01-01,1969,Sixties,Winter
Carrie-Anne,1967-06-01,1967,Sixties,Summer
Mirage - Single Version,1967-01-05,1967,Sixties,Winter
I Never Loved a Man (The Way I Love You),1967-03-10,1967,Sixties,Spring
Soul Man,1967-06-08,1967,Sixties,Summer
Baby Now That I've Found You - Stereo,1967-01-01,1968,Sixties,Winter
Judy in Disguise (with Glasses),1967-10-19,1968,Sixties,Autumn
It Must Be Him,1967-01-01,1967,Sixties,Winter
Snoopy Vs. The Red Baron,1967-01-01,1967,Sixties,Winter
Respect,1967-03-10,1967,Sixties,Spring
"Hey, Western Union Man",1968-11-01,1968,Sixties,Autumn
Only The Strong Survive - Single Version,1968-11-01,1969,Sixties,Autumn
La-La Means I Love You,1968-04-07,1968,Sixties,Spring
Elenore,1968-03-08,1968,Sixties,Spring
I Heard It Through The Grapevine,1968-08-26,1969,Sixties,Summer
Suzie Q,1968-07-05,1968,Sixties,Summer
Over You,1968-06-06,1968,Sixties,Summer
I Just Can't Help Believing,1968-08-14,1970,Sixties,Summer
Time of the Season - Mono Version,1968-03-11,1969,Sixties,Spring
White Room,1968-07-01,1968,Sixties,Summer
"Woman, Woman",1968-07-12,1968,Sixties,Summer
One - Single Version,1968-01-01,1969,Sixties,Winter
Green Tambourine,1968-08-16,1968,Sixties,Summer
I Wish It Would Rain,1968-05-06,1968,Sixties,Spring
Classical Gas,1968-02-07,1968,Sixties,Winter
Reach Out Of The Darkness,1968-01-01,1968,Sixties,Winter
Games People Play,1968-01-01,1969,Sixties,Winter
Bottle of Wine - Single Version,1968-11-13,1968,Sixties,Autumn
Hang 'Em High,1968-05-08,1969,Sixties,Spring
Simon Says,1968-04-01,1968,Sixties,Spring
"Hello, I Love You",1968-07-03,1968,Sixties,Summer
Indian Lake,1968-01-01,1968,Sixties,Winter
Stoned Soul Picnic - Remastered 2000,1968-04-15,1968,Sixties,Spring
Shoo-Be-Doo-Be-Doo-Da-Day,1968-12-01,1968,Sixties,Winter
Reflections,1968-03-25,1968,Sixties,Spring
"Turn Around, Look at Me",1968-01-01,1968,Sixties,Winter
You Showed Me,1968-08-14,1969,Sixties,Summer
I Wonder What She's Doing Tonight?,1968-01-01,1968,Sixties,Winter
Grazing In The Grass,1968-01-01,1968,Sixties,Winter
Sky Pilot,1968-01-01,1968,Sixties,Winter
I Say a Little Prayer,1968-06-14,1968,Sixties,Summer
Dance to the Music,1968-04-27,1968,Sixties,Spring
Young Girl,1968-05-12,1968,Sixties,Spring
Lady Willpower,1968-07-10,1968,Sixties,Summer
"Mrs. Robinson - From ""The Graduate"" Soundtrack",1968-04-03,1968,Sixties,Spring
This Guy's In Love With You,1968-05-01,1968,Sixties,Spring
Stay In My Corner,1968-01-01,1968,Sixties,Winter
Cherry Cherry,1968-06-12,1968,Sixties,Summer
Forever - Single Version,1968-06-08,1968,Sixties,Summer
I Thank You - LP / Single Version,1968-08-08,1968,Sixties,Summer
Put A Little Love In Your Heart,1968-05-11,1969,Sixties,Spring
Thank The Lord For The Night Time,1968-05-06,1968,Sixties,Spring
"Tighten Up, Pt. 1",1968-07-18,1968,Sixties,Summer
Daydream Believer,1968-04-22,1968,Sixties,Spring
"1,2,3 Red Light",1968-10-01,1968,Sixties,Autumn
Honey,1968-01-01,1968,Sixties,Winter
Born To Be Wild - Single Version,1968-01-01,1968,Sixties,Winter
Spinning Wheel,1968-12-01,1969,Sixties,Winter
Cry Like a Baby,1968-07-28,1968,Sixties,Summer
Cowboys to Girls,1968-01-01,1968,Sixties,Winter
Never Give You Up,1968-11-01,1968,Sixties,Autumn
Take Time to Know Her,1968-05-10,1968,Sixties,Spring
Do You Know the Way to San Jose,1968-04-10,1968,Sixties,Spring
You're All I Need To Get By,1968-01-01,1968,Sixties,Winter
Pictures of Matchstick Men - Mono Version,1968-09-27,1968,Sixties,Autumn
If You Can Want,1968-01-01,1968,Sixties,Winter
(Sittin' On) the Dock of the Bay,1968-07-13,1968,Sixties,Summer
Summertime Blues,1968-01-01,1968,Sixties,Winter
Mony Mony,1968-01-01,1968,Sixties,Winter
Do Your Thing,1968-02-09,1969,Sixties,Winter
(Sweet Sweet Baby) Since You've Been Gone,1968-01-22,1968,Sixties,Winter
This Girl Is a Woman Now,1968-03-06,1969,Sixties,Spring
Piece of My Heart,1968-08-12,1968,Sixties,Summer
Slip Away,1968-06-10,1968,Sixties,Summer
Magic Carpet Ride,1968-10-01,1968,Sixties,Autumn
Think,1968-06-14,1968,Sixties,Summer
(Theme From) Valley of the Dolls,1968-02-05,1968,Sixties,Winter
Gimme Gimme Good Lovin',1969-04-17,1969,Sixties,Spring
Going In Circles,1969-03-26,1969,Sixties,Spring
What Does It Take (To Win Your Love),1969-11-21,1969,Sixties,Autumn
Sugar Sugar,1969-11-14,1969,Sixties,Autumn
Evil Ways,1969-06-09,1970,Sixties,Summer
Those Were The Days - Remastered,1969-02-21,1969,Sixties,Winter
I Want You Back,1969-12-18,1970,Sixties,Winter
Proud Mary,1969-01-05,1969,Sixties,Winter
"Baby, Baby Don't Cry - Stereo",1969-01-01,1969,Sixties,Winter
Baby I Love You,1969-06-01,1969,Sixties,Summer
Streets of London,1969-01-01,1969,Sixties,Winter
"Baby, I'm For Real",1969-01-01,1969,Sixties,Winter
When I Die,1969-01-01,1969,Sixties,Winter
My Whole World Ended (The Moment You Left Me),1969-01-01,1969,Sixties,Winter
In the Ghetto,1969-06-17,1969,Sixties,Summer
Ramblin' Gamblin' Man,1969-04-01,1969,Sixties,Spring
Gitarzan - 1969 #8 Billboard chart hit Monument,1969-05-14,1969,Sixties,Spring
Grazing In the Grass,1969-03-26,1969,Sixties,Spring
I GOTCHA,1969-01-01,1972,Sixties,Winter
Green River,1969-08-03,1969,Sixties,Summer
Everyday People,1969-05-03,1969,Sixties,Spring
Reflections of My Life,1969-11-14,1970,Sixties,Autumn
Wedding Bell Blues - Laura Nyro Cover,1969-05-05,1969,Sixties,Spring
People Got to Be Free,1969-05-16,1969,Sixties,Spring
Hawaii Five-O,1969-06-03,1969,Sixties,Summer
Suspicious Minds,1969-06-17,1969,Sixties,Summer
Venus,1969-09-05,1970,Sixties,Autumn
That's The Way Love Is,1969-04-30,1969,Sixties,Spring
Hey There Lonely Girl,1969-01-01,1970,Sixties,Winter
Something - Remastered 2009,1969-09-26,1969,Sixties,Autumn
"Lay, Lady, Lay",1969-04-09,1969,Sixties,Spring
Spirit In The Sky,1969-01-01,1970,Sixties,Winter
Temptation Eyes,1969-11-01,1971,Sixties,Autumn
Touch Me,1969-07-21,1969,Sixties,Summer
Midnight Confessions,1969-03-01,1969,Sixties,Spring
Come Together - Remastered 2009,1969-09-26,1969,Sixties,Autumn
Easy To Be Hard - Single Version,1969-07-20,1969,Sixties,Summer
Traces,1969-01-01,1969,Sixties,Winter
My Cherie Amour,1969-08-01,1969,Sixties,Summer
Color Him Father,1969-12-15,1969,Sixties,Winter
Twenty Five Miles,1969-01-01,1969,Sixties,Winter
I Can't Get Next To You,1969-01-01,1969,Sixties,Winter
"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",1969-06-04,1969,Sixties,Summer
"Sweet Cream Ladies, Forward March",1969-04-20,1969,Sixties,Spring
Atlantis,1969-08-11,1969,Sixties,Summer
Black Pearl,1969-01-01,1969,Sixties,Winter
The Thrill Is Gone,1969-12-05,1970,Sixties,Winter
It's Your Thing,1969-08-21,1969,Sixties,Summer
The Chokin' Kind,1969-04-12,1969,Sixties,Spring
Indian Giver - Remastered,1969-04-01,1969,Sixties,Spring
Crimson & Clover - Single Version; Mono,1969-06-21,1969,Sixties,Summer
Soul Deep,1969-07-20,1969,Sixties,Summer
Can I Change My Mind,1969-06-13,1969,Sixties,Summer
Bad Moon Rising,1969-08-03,1969,Sixties,Summer
Space Oddity - 2015 Remaster,1969-11-04,1973,Sixties,Autumn
These Eyes,1969-03-01,1969,Sixties,Spring
Turn Back The Hands Of Time,1970-06-16,1970,Seventies,Summer
Lola - 2020 Stereo Remaster,1970-11-27,1970,Seventies,Autumn
If You Could Read My Mind,1970-04-07,1971,Seventies,Spring
One Less Bell To Answer,1970-06-11,1971,Seventies,Summer
It's Impossible,1970-12-01,1971,Seventies,Winter
(If You Let Me Make Love to You Then) Why Can't I Touch You?,1970-05-01,1970,Seventies,Spring
Express Yourself,1970-03-02,1970,Seventies,Spring
Green-Eyed Lady,1970-01-01,1970,Seventies,Winter
All Right Now,1970-06-26,1970,Seventies,Summer
Lookin' Out My Back Door,1970-07-24,1970,Seventies,Summer
It's Only Make Believe,1970-01-01,1970,Seventies,Winter
Patches,1970-02-07,1970,Seventies,Winter
Everything Is Beautiful - 1970 #1 Billboard chart hit,1970-06-17,1970,Seventies,Summer
Mississippi Queen,1970-07-16,1970,Seventies,Summer
Are You Ready?,1970-05-08,1970,Seventies,Spring
Rainy Night in Georgia,1970-08-20,1970,Seventies,Summer
One Bad Apple,1970-11-14,1971,Seventies,Autumn
Lonely Days,1970-11-01,1971,Seventies,Autumn
Travelin' Band,1970-07-24,1970,Seventies,Summer
Mama Told Me (Not To Come) - Single Version,1970-01-01,1970,Seventies,Winter
A Very Special Love Song,1970-07-15,1974,Seventies,Summer
The Long And Winding Road - Remastered 2009,1970-05-08,1970,Seventies,Spring
Psychedelic Shack,1970-01-01,1970,Seventies,Winter
(I Know) I'm Losing You - Single Version,1970-01-01,1970,Seventies,Winter
The Rapper,1970-09-06,1970,Seventies,Autumn
Amos Moses,1970-12-01,1971,Seventies,Winter
I Hear You Knocking,1970-06-16,1971,Seventies,Summer
Vehicle,1970-05-08,1970,Seventies,Spring
Joy To The World,1970-01-01,1971,Seventies,Winter
Behind Closed Doors,1970-03-09,1973,Seventies,Spring
25 or 6 to 4 - 2002 Remaster,1970-01-26,1970,Seventies,Winter
Bridge Over Troubled Water,1970-01-26,1970,Seventies,Winter
Knock Three Times,1970-09-13,1971,Seventies,Autumn
Come And Get It - Remastered 2010,1970-01-09,1970,Seventies,Winter
Hot Fun in the Summertime,1970-11-21,1970,Seventies,Autumn
Let It Be - Remastered 2009,1970-05-08,1970,Seventies,Spring
American Woman,1970-01-01,1970,Seventies,Winter
"Julie, Do Ya Love Me",1970-04-01,1970,Seventies,Spring
Thank You (Falettinme Be Mice Elf Agin) - Single Version,1970-11-21,1970,Seventies,Autumn
Spill The Wine,1970-04-14,1970,Seventies,Spring
Fire and Rain - 2019 Remaster,1970-02-01,1970,Seventies,Winter
Cracklin' Rosie - Single Version,1970-07-11,1970,Seventies,Summer
One Toke Over the Line,1970-05-16,1971,Seventies,Spring
Up The Ladder To The Roof,1970-04-26,1970,Seventies,Spring
Layla,1970-11-01,1972,Seventies,Autumn
War,1970-01-01,1970,Seventies,Winter
No Time,1970-01-01,1970,Seventies,Winter
Make It with You,1970-04-12,1970,Seventies,Spring
In the Summertime,1970-01-01,1970,Seventies,Winter
Up Around The Bend,1970-07-24,1970,Seventies,Summer
Call Me,1970-01-15,1970,Seventies,Winter
Love Grows (Where My Rosemary Goes),1970-01-01,1970,Seventies,Winter
Love or Let Me Be Lonely,1970-03-01,1970,Seventies,Spring
Liar,1970-01-01,1971,Seventies,Winter
Come Saturday Morning,1970-08-31,1970,Seventies,Summer
Make Me Smile (Single Version) - 2002 Remaster,1970-01-26,1970,Seventies,Winter
Candida,1970-03-13,1970,Seventies,Spring
Wild World,1970-11-23,1971,Seventies,Autumn
Yellow River,1970-06-11,1970,Seventies,Summer
It's A Shame,1970-07-10,1970,Seventies,Summer
My Sweet Lord - 2014 Remaster,1970-11-20,1971,Seventies,Autumn
Arizona,1970-03-04,1970,Seventies,Spring
Love Land,1970-01-01,1970,Seventies,Winter
ABC,1970-05-08,1970,Seventies,Spring
Ma Belle Amie,1970-04-02,1970,Seventies,Spring
Mama's Pearl,1970-09-08,1971,Seventies,Autumn
Proud Mary,1970-04-19,1971,Seventies,Spring
Cecilia,1970-01-26,1970,Seventies,Winter
The Love You Save,1970-05-08,1970,Seventies,Spring
Hold Your Head Up,1971-04-07,1972,Seventies,Spring
I've Found Someone of My Own,1971-12-15,1971,Seventies,Winter
"Take Me Home, Country Roads - Original Version",1971-07-25,1971,Seventies,Summer
Mr. Big Stuff,1971-04-11,1971,Seventies,Spring
The Way Of Love,1971-01-01,1972,Seventies,Winter
Laughing,1971-08-13,1971,Seventies,Summer
Without You,1971-03-05,1972,Seventies,Spring
Sunshine (Go Away Today),1971-02-05,1972,Seventies,Winter
If I Were Your Woman - Single Version,1971-01-01,1971,Seventies,Winter
Me and Bobby McGee,1971-01-11,1971,Seventies,Winter
Morning Has Broken - Remastered 2021,1971-10-01,1972,Seventies,Autumn
American Pie,1971-09-14,1972,Seventies,Autumn
If You Really Love Me,1971-04-01,1971,Seventies,Spring
"Gypsys, Tramps & Thieves",1971-01-01,1971,Seventies,Winter
Uncle Albert / Admiral Halsey - Medley / 2012 Remaster,1971-05-17,1971,Seventies,Spring
Another Day - 2012 Remaster,1971-05-17,1971,Seventies,Spring
Day After Day - Remastered 2010,1971-12-13,1972,Seventies,Winter
Long Cool Woman (In a Black Dress) - 1999 Remaster,1971-10-08,1972,Seventies,Autumn
Just My Imagination (Running Away With Me),1971-01-01,1971,Seventies,Winter
Sunshine On My Shoulders,1971-03-06,1974,Seventies,Spring
Hot Rod Lincoln,1971-11-01,1972,Seventies,Autumn
That's The Way I've Always Heard It Should Be,1971-03-01,1971,Seventies,Spring
Brand New Key,1971-07-01,1972,Seventies,Summer
Never Ending Song of Love,1971-03-01,1971,Seventies,Spring
Do You Know What I Mean,1971-11-20,1971,Seventies,Autumn
Kiss an Angel Good Mornin',1971-11-01,1972,Seventies,Autumn
Bang a Gong (Get It On) - 2003 Remaster,1971-09-24,1972,Seventies,Autumn
Tired of Being Alone,1971-08-14,1971,Seventies,Summer
The Witch Queen of New Orleans,1971-12-22,1972,Seventies,Winter
Wedding Song (There Is Love),1971-01-01,1971,Seventies,Winter
Never Been To Spain - Single Version,1971-04-07,1972,Seventies,Spring
She's A Lady,1971-05-01,1971,Seventies,Spring
Smiling Faces Sometimes,1971-07-03,1971,Seventies,Summer
19th Nervous Breakdown - Mono Version,1971-12-20,1971,Seventies,Winter
Go Away Little Girl,1971-10-11,1971,Seventies,Autumn
I Am...I Said - Single Version,1971-11-05,1971,Seventies,Autumn
Love Her Madly,1971-04-19,1971,Seventies,Spring
Maggie May,1971-05-18,1971,Seventies,Spring
Groove Me,1971-01-01,1971,Seventies,Winter
"Look What They've Done to My Song, Ma",1971-08-14,1971,Seventies,Summer
The Night They Drove Old Dixie Down,1971-02-08,1971,Seventies,Winter
Theme From Shaft - Remastered,1971-05-14,1971,Seventies,Spring
Yo-Yo,1971-06-21,1971,Seventies,Summer
If,1971-04-08,1971,Seventies,Spring
I Feel the Earth Move,1971-07-12,1971,Seventies,Summer
Riders on the Storm,1971-04-19,1971,Seventies,Spring
Outa-Space,1971-01-01,1972,Seventies,Winter
What's Going On,1971-05-21,1971,Seventies,Spring
Brown Sugar - 2009 Remaster,1971-04-23,1971,Seventies,Spring
Down By The Lazy River,1971-06-21,1972,Seventies,Summer
